Name,Description,Ocupation Wikidata Ids
DAYANARA TORRES,Puerto Rican actor-model,actor|
BENGIE MOLINA,Puerto Rican baseball catcher,baseball player|
J. C. ROMERO,Puerto Rican baseball player,baseball player|
PEDRO FELICIANO,Puerto Rican baseball player,baseball player|
LUIS QUINTANA,Puerto Rican baseball player,baseball player|
GEOVANY SOTO,Puerto Rican baseball player,baseball player|
RAUL CASANOVA,Puerto Rican baseball player,baseball player|
EDDIE GOMEZ,Puerto Rican bassist,musician|
LUIS COLLAZO,Puerto Rican boxer,boxer|
MIGUEL COTTO,Puerto Rican boxer,boxer|
ROBERTO SIERRA,Puerto Rican composer,"musician|""composer""|""musicologist""|"
ALFREDO ROMERO,Puerto Rican discus thrower,
GILBERTO SANTA ROSA,Puerto Rican musician,"bandleader|""musician""|""conductor""|""singer""|"
RAMON ORTIZ,Puerto Rican musician,
MIGUEL POU,Puerto Rican oil canvas painter,painter|
BENITO SANTIAGO,Puerto Rican professional baseball player| catcher,baseball player|
ROBERTO CLEMENTE,Puerto Rican professional baseball player| Major League Baseball Hall of Famer,baseball player|
DENNIS RIVERA,Puerto Rican professional wrestler,
RITA MORENO,Puerto Rican singer| dancer and actress,"actor|""musician""|""singer""|"
RENALDO BALKMAN,Puerto Rican/American basketball player,basketball player|
HOLLAND COTTER,Pulitzer Prize for Criticism,
TED LEO,punk rock/indie rock singer| songwriter| and guitarist,"singer|""musician""|"
JARED ZABRANSKY,Quarterback,sportsperson|
DAVID ELLENSON,Rabbi,rabbi|
ROGER PENSKE,racecar driver,"Formula One driver|""NASCAR team owner""|"
SARAH FISHER,racecar driver,racing driver|
DANICA PATRICK,racecar driver,racing driver|
DAN WHELDON,racecar driver,"racing driver|""motorcycle racer""|"
TODD BODINE,racecar driver,
DANNY PATE,Racing cyclist,
CHRISTOPHER ALDEN,radical theater director known for staging revisionist productions of opera,theatre director|
CHRIS RUSSO,Radio host,radio host|
LAURA INGRAHAM,Radio host,"radio host|""television presenter""|"
HOWARD STERN,Radio personality,"actor|""radio host""|""photographer""|""television presenter""|""writer""|""autobiographer""|"
DON IMUS,Radio personality,radio host|
MAURICE BROWN,RAF officer,
MUKHTARAN BIBI,rape survivor and one of Pakistan's most prominent rights activists [EPA],
LUPE FIASCO,Rapper,"singer|""rapper""|"
NICK CANNON,Rapper| comedian| record producer| actor| television host,"screenwriter|""actor""|""musician""|""film producer""|"
MICHAEL SHVO,Real estate developer,
ANDREW WYETH,Realist painter,"painter|""author""|"
TIFFANY POLLARD,Reality television contestant| actress,actor|
HOSEA WILLIAMS,Recipient of the Purple Heart,
CHARLES B. RANGEL,Recipient of the Purple Heart and politician,politician|
ROBERT M. KIMMITT,Recipient of the Purple Heart medal,diplomat|
MICHAEL D. STEELE,Recipient of the Purple Heart medal,
ALLEN WEH,Recipient of the Purple Heart medal,
JUSTIN BROADRICK,Record producer| musician| singer,"musician|""composer""|"
SCOTT STORCH,Record producer| rapper,"record producer|""rapper""|"
JACK ABRAMOFF,Republican lobbyist,"film producer|""lawyer""|""lobbyist""|"
HANK AARON,Retired American baseball player,"baseball player|""sportsperson""|"
O. J. SIMPSON,retired American football player and actor,"actor|""sportsperson""|"
DAVID PETRAEUS,retired American military officer and public official,officer|
OSCAR DE LA HOYA,retired American professional boxer of Mexican descent,boxer|
ALEX HILTON,Retired Canadian boxer,boxer|
RYAN SMYTH,retired Canadian professional ice hockey winger,ice hockey player|
R. DAVID PAULISON,Retired fire chief and former Director of the Federal Emergency Management Agency,
ZINEDINE ZIDANE,retired French footballer,association football player|
ANDRUW JONES,retired Major League Baseball center fielder,baseball player|
TODD HELTON,retired Major League Baseball first baseman,baseball player|
CARLOS DELGADO,retired Major League Baseball first baseman,baseball player|
BARRY BONDS,retired Major League Baseball outfielder| current all-time home run leader,baseball player|
TED LILLY,retired Major League Baseball pitcher,baseball player|
CHAD DURBIN,retired Major League Baseball pitcher,baseball player|
SAMMY SOSA,retired Major League Baseball right fielder| fifth player all-time to reach 600 home runs,baseball player|
ERIC LINDROS,retired professional ice hockey player who played 13 seasons in the National Hockey League,ice hockey player|
ERIC SHINSEKI,retired United States Army four-star general| seventh United States Secretary of Veterans Affairs,
YORMAN BAZARDO,right-handed pitcher in Major League Baseball (MLB),baseball player|
ROBERT GESINK,Road bicycle racer,bicycle racer|
PAOLO BETTINI,road bicycle racer,bicycle racer|
LEVI LEIPHEIMER,road bicycle racer,bicycle racer|
TOM DANIELSON,road bicycle racer,bicycle racer|
JENS VOIGT,road bicycle racer,bicycle racer|
GERALD CIOLEK,Road bicycle racer,bicycle racer|
FABIAN CANCELLARA,Road bicycle racer,"sportsperson|""bicycle racer""|"
NEIL ASPINALL,Road manager| Personal assistant| producer| Executive,"Road manager|""personal assistant""|""record producer""|""Chief Officer""|"
FLOYD LANDIS,Road racing cyclist,bicycle racer|
IVAN BASSO,Road racing cyclist,bicycle racer|
SARGENT SHRIVER,Robert Sargent Shriver| Jr.,"officer|""lawyer""|""diplomat""|""ambassador""|""politician""|"
JAY FARRAR,Rock and country singer| guitarist,"songwriter|""singer""|"
DAVID LEE ROTH,Rock vocalist; lead singer with Van Halen,"singer|""musician""|"
ANITA PALLENBERG,Rolling Stones groupie| actress,"actor|""model""|"
MOTHER TERESA,Roman Catholic nun,nun|
MARK ANTONY,Roman politician and general,"politician|""soldier""|"
JAYNE ANN KRENTZ,Romance novelist,"writer|""author""|"
ALINA COJOCARU,Romanian ballet dancer,choreographer|
CRISTIAN NEMESCU,Romanian film director,film director|
CRISTI PUIU,Romanian film director and screenwriter,"film director|""screenwriter""|"
CRISTIAN MUNGIU,Romanian film director| screenwriter and film producer,"screenwriter|""film director""|""film producer""|""radio host""|"
ANGELA GHEORGHIU,Romanian opera soprano,"singer|""opera singer""|"
RADU LUPU,Romanian pianist,pianist|
LIVIU LIBRESCU,Romanian-Israeli-American scientist and Holocaust survivor| killed in Virginia Tech massacre,"aerospace engineer|""engineer""|""educationist""|"
MIKE LLOYD,Royal Air Force air marshals,
ROBERT FALCON SCOTT,Royal Navy officer and explorer,explorer|
WILSON HALL,Rugby league player,rugby league player|
IRINA LEVITINA,Russian American bridge and chess player,"chess player|""bridge player""|"
JOSEPH BRODSKY,Russian and American poet and Nobel Prize for Literature laureate,"poet|""translator""|""essayist""|""writer""|"
SERGEI PROKOFIEV,Russian and Soviet pianist and composer,"composer|""pianist""|""conductor""|""choreographer""|""musicologist""|"
PAVEL TCHELITCHEW,Russian artist,"painter|""choreographer""|"
ALEXANDER HERZEN,Russian author,"philosopher|""writer""|""journalist""|""autobiographer""|"
MIKHAIL BARYSHNIKOV,Russian Ballet Dancer,"actor|""choreographer""|""dancer""|"
ALEXEI RATMANSKY,Russian ballet dancer and choreographer,"choreographer|""dancer""|"
MSTISLAV ROSTROPOVICH,Russian cellist and conductor,"composer|""conductor""|""music educator""|"
VLADIMIR KRAMNIK,Russian chess grandmaster,"chess player|""writer""|"
BORIS EIFMAN,Russian choreographer,choreographer|
SLAVA POLUNIN,Russian clown,actor|
VLADIMIR JUROWSKI,Russian conductor,conductor|
ANDREY BOREYKO,Russian conductor,conductor|
VALERY GERGIEV,Russian conductor and opera company director,conductor|
KONSTANTIN SERGEYEV,Russian dancer,choreographer|
YELENA ISINBAYEVA,Russian female Olympic pole-vaulter,pole vaulter|
EVGENI PLUSHENKO,Russian figure skater,sportsperson|
ALEXANDER GUTMAN,Russian film director,film director|
TIMUR BEKMAMBETOV,Russian film director,"film director|""film producer""|""screenwriter""|""writer""|"
ANDREI KRAVCHUK,Russian film director,"film director|""screenwriter""|"
ALEXANDER SOKUROV,Russian film director,"film director|""screenwriter""|""writer""|""author""|"
ALEXEI YASHIN,Russian ice hockey player,ice hockey player|
SERGEI BRYLIN,Russian ice hockey player,ice hockey player|
ALEXANDER OVECHKIN,Russian ice hockey player,ice hockey player|
PAVEL BURE,Russian ice hockey player,ice hockey player|
DMITRI KALININ,Russian ice hockey player,ice hockey player|
MAXIM AFINOGENOV,Russian ice hockey player,ice hockey player|
FEDOR TYUTIN,Russian ice hockey player,ice hockey player|
ALEXANDER RADULOV,Russian ice hockey player,ice hockey player|
VIKTOR KOZLOV,Russian ice hockey player,ice hockey player|
ALEXEI ZHITNIK,Russian ice hockey player,ice hockey player|
ANNA POLITKOVSKAYA,Russian journalist,"journalist|""author""|"
VLADIMIR RYZHKOV,Russian liberal politician,"historian|""politician""|"
VISSARION BELINSKY,Russian literary critic,"philosopher|""writer""|"
VLADIMIR SPIVAKOV,Russian musician,conductor|
YURI BASHMET,Russian musician,"conductor|""music educator""|"
NIKOLAI LUGANSKY,Russian musician,pianist|
VLADIMIR FELTSMAN,Russian musician,
JULIA SAKHAROVA,Russian musician,
DMITRI HVOROSTOVSKY,Russian operatic baritone,"singer|""opera singer""|"
ILDAR ABDRAZAKOV,Russian operatic bass,"singer|""opera singer""|"
WASSILY KANDINSKY,Russian painter,"painter|""artist""|"
ANTON CHEKHOV,Russian physician| dramatist and author,"writer|""playwright""|""author""|""physician""|""novelist""|"
IGOR RAYKHELSON,Russian pianist and composer,"composer|""pianist""|"
MIKHAIL PLETNEV,Russian pianist| conductor| and composer,"composer|""pianist""|""conductor""|"
IVAN KOZLOV,Russian poet,"poet|""translator""|"
YEVGENY YEVTUSHENKO,Russian poet| film director| teacher,"poet|""novelist""|""author""|""screenwriter""|""writer""|""director""|"
ILYA YASHIN,Russian politician,politician|
MARIA GAIDAR,Russian politician,politician|
SERGEI LEIFERKUS,Russian singer,"singer|""opera singer""|"
ELENA DEMENTIEVA,Russian tennis player,tennis player|
NADIA PETROVA,Russian tennis player,tennis player|
NIKOLAY DAVYDENKO,Russian tennis player,tennis player|
MARIA SHARAPOVA,Russian tennis player,"tennis player|""model""|"
MARAT SAFIN,Russian tennis player,"tennis player|""politician""|""sportsperson""|"
MIKHAIL YOUZHNY,Russian tennis player,"tennis player|""sportsperson""|"
ANNA CHAKVETADZE,Russian tennis player,"tennis player|""sportsperson""|"
DINARA SAFINA,Russian tennis player,"tennis player|""sportsperson""|"
ANASTASIA MYSKINA,Russian tennis player,"tennis player|""sportsperson""|"
IGOR ANDREEV,Russian tennis player,"tennis player|""sportsperson""|"
VERA ZVONAREVA,Russian tennis player,"tennis player|""sportsperson""|"
VSEVOLOD MEYERHOLD,Russian theatre director,"actor|""theatre director""|"
BORIS GODUNOV,Russian Tsar,politician|
VADIM REPIN,Russian violinist,violinist|
MAXIM VENGEROV,Russian violinist| violist| and conductor,"conductor|""music educator""|"
ALEKSANDR SOLZHENITSYN,Russian writer,"writer|""author""|""historian""|""novelist""|"
LEO TOLSTOY,Russian writer,"writer|""playwright""|""philosopher""|""author""|""novelist""|""Esperantist""|""children's writer""|""educationist""|"
IVAN TURGENEV,Russian writer,"writer|""poet""|""playwright""|""author""|""novelist""|"
EDUARD LIMONOV,Russian writer and political dissident,"writer|""dissident""|""politician""|""poet""|""author""|"
GEORGE BALANCHINE,Russian-American choreographer and ballet master and master teacher,"choreographer|""dancer""|"
JULIA LOKTEV,Russian-American filmmaker and artist,film director|
VLADIMIR NABOKOV,Russian-American novelist| lepidopterist| professor,"novelist|""linguist""|""poet""|""writer""|""zoologist""|""author""|""translator""|""playwright""|""autobiographer""|""educationist""|"
GEORGE GAMOW,Russian-American physicist,"astronomer|""physicist""|""author""|""inventor""|""writer""|"
KING JAMES,Rwandan musician,
RUSSELL COUTTS,Sailor,skipper|
HASSAN ABUJIHAAD,Sailor,
EDDIE TORRES,Salsa instructor,
SAMUEL BODMAN,Samuel Bodman (born November 26| 1938) was a United States Secretary of Energy and was previously Deputy Secretary of the U.S. Treasury Department.,engineer|
MARCO SCUTARO,San Francisco Giants baseball player.,baseball player|
TIMOTHY ZAHN,science fiction novelist,"author|""novelist""|""writer""|"
USHA LEE MCFARLING,Science journalist,journalist|
KEVIN MCKIDD,Scottish actor,actor|
ROBBIE COLTRANE,Scottish actor,"actor|""comedian""|"
GERARD BUTLER,Scottish actor,"actor|""film producer""|"
JAMES MCAVOY,Scottish actor,"television actor|""film actor""|""actor""|"
SEAN CONNERY,Scottish actor and producer,"actor|""film producer""|""film actor""|"
LAURA FRASER,Scottish actress,actor|
JANET BROWN,Scottish actress and impersonator,"actor|""comedian""|"
ZOE BELOFF,Scottish artist,director|
DONALD RUNNICLES,Scottish conductor,conductor|
CHRISTOPHER KANE,Scottish fashion designer,fashion designer|
DEBORAH KERR,Scottish film and television actress,"film actor|""actor""|"
JACK BELL,Scottish footballer,association football player|
CHRISTOPHER MALONE,Scottish footballer,association football player|
DAVID GREENHILL,Scottish footballer,association football player|
ANDY WEBSTER,Scottish footballer,association football player|
PETER MEEHAN,Scottish footballer,association football player|
BOBBY KENNEDY,Scottish footballer and manager,association football player|
MO JOHNSTON,Scottish footballer and manager,association football player|
TOM CARSON,Scottish footballer and manager,"association football player|""goalkeeper""|"
PAOLO NUTINI,Scottish musician,"singer-songwriter|""singer""|"
ALEX SALMOND,Scottish National Party politician and former First Minister of Scotland,"economist|""politician""|"
ROBERT LOUIS STEVENSON,Scottish novelist| poet| essayist| and travel writer,"poet|""essayist""|""novelist""|""short story writer""|""children's writer""|"
ARTHUR CONAN DOYLE,Scottish physician and writer,"physician|""writer""|""poet""|""cricketer""|""author""|""novelist""|""politician""|""essayist""|""playwright""|""autobiographer""|"
MALCOLM MARTINEAU,Scottish pianist,
SHARMAN MACDONALD,Scottish playwright,author|
DAVID HARROWER,Scottish playwright,"author|""writer""|""playwright""|"
MIKE MACKENZIE,Scottish politician,politician|
GRAEME OBREE,Scottish racing cyclist,bicycle racer|
J. M. BARRIE,Scottish writer,"writer|""author""|""novelist""|""playwright""|""journalist""|""children's writer""|"
HENRY IAN CUSICK,Scottish-Peruvian actor,actor|
HAWK OSTBY,screenwriter,screenwriter|
MARK FERGUS,screenwriter,screenwriter|
BERT V. ROYAL,Screenwriter,screenwriter|
SOFIA COPPOLA,screenwriter and director from the United States,"actor|""film director""|""screenwriter""|""writer""|"
DAVID CHASE,Screenwriter| Director| Producer,"screenwriter|""film director""|""film producer""|"
RAYMOND KHOURY,Screenwriter| novelist,author|
JAMES GOLDMAN,Screenwriter| playwright| novelist,"screenwriter|""author""|""novelist""|""playwright""|""writer""|"
HOWARD GORDON,screenwriter| producer,"television director|""screenwriter""|""film producer""|""television producer""|"
DAVID MILCH,Screenwriter| television producer,"screenwriter|""television producer""|""film producer""|"
MARC QUINN,sculptor,"artist|""sculptor""|"
RICHARD SERRA,sculptor,sculptor|
ELIE NADELMAN,Sculptor,sculptor|
MAGDALENA ABAKANOWICZ,sculptor from Poland,"sculptor|""textile artist""|"
ELLSWORTH KELLY,sculptor from the United States,"sculptor|""painter""|""artist""|"
THOMAS CORAM,Sea Captain| Philanthropist,philanthropist|
LYNNE CHENEY,Second Lady of the United States 2001–2009| writer and pundit,"woman of letters|""novelist""|"
ANNE BOLEYN,Second wife of Henry VIII of England| mother of Queen Elizabeth I of England,
HASSAN NASRALLAH,Secretary General of Hezbollah,politician|
